CustomerID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_score,Segment,Churned
12391.0,23,1,460.89,4,1,2,412,Potential Loyalist,0
12393.0,40,4,1582.6000000000001,4,4,4,444,Loyal,0
12394.0,154,2,1272.48,2,2,4,224,At Risk,0
12395.0,6,12,3018.63,5,5,5,555,Champions,0
12397.0,137,2,2409.9,2,2,5,225,At Risk,0
12398.0,47,1,1635.6599999999999,3,1,4,314,Potential Loyalist,0
12399.0,3,4,1108.65,5,4,4,544,Loyal,0
12401.0,100,1,84.3,2,1,1,211,At Risk,0
12402.0,325,1,225.6,1,1,1,111,At Risk,1
12403.0,51,1,427.7,3,1,2,312,Potential Loyalist,0
12405.0,150,1,1710.39,2,1,4,214,At Risk,0
12406.0,23,2,3415.3,4,2,5,425,Potential Loyalist,0
12407.0,51,5,1708.1200000000001,3,4,4,344,Potential Loyalist,0
12408.0,153,5,2888.55,2,4,5,245,At Risk,0
12409.0,66,3,11072.67,3,3,5,335,Potential Loyalist,0
12410.0,253,2,693.3299999999999,1,2,3,123,At Risk,1
12412.0,76,3,1226.88,3,3,4,334,Potential Loyalist,0
12413.0,193,3,758.1,1,3,3,133,At Risk,1
12414.0,189,3,562.41,2,3,3,233,At Risk,1
12415.0,26,21,124914.53,4,5,5,455,Loyal,0
12417.0,41,9,3649.1,4,5,5,455,Loyal,0
12418.0,114,1,668.58,2,1,3,213,At Risk,0
12420.0,154,1,600.39,2,1,3,213,At Risk,0
12421.0,17,4,807.04,5,4,3,543,Loyal,0
12422.0,170,3,803.5600000000001,2,3,3,233,At Risk,0
12423.0,90,8,1859.31,2,5,4,254,At Risk,0
12424.0,164,2,1760.96,2,2,4,224,At Risk,0
12425.0,79,1,777.2,3,1,3,313,Potential Loyalist,0
12426.0,196,1,582.73,1,1,3,113,At Risk,1
12427.0,23,3,825.8,4,3,3,433,Loyal,0
12428.0,27,9,7956.46,4,5,5,455,Loyal,0
12429.0,10,4,3750.4,5,4,5,545,Champions,0
12430.0,45,1,256.4,3,1,2,312,Potential Loyalist,0
12431.0,3,15,6487.45,5,5,5,555,Champions,0
12432.0,44,5,5059.32,4,4,5,445,Loyal,0
12433.0,11,7,13375.87,5,5,5,555,Champions,0
12434.0,86,2,806.14,3,2,3,323,Potential Loyalist,0
12435.0,81,2,7829.89,3,2,5,325,Potential Loyalist,0
12436.0,336,1,509.01,1,1,3,113,At Risk,1
12437.0,10,18,4951.41,5,5,5,555,Champions,0
12438.0,16,2,2906.85,5,2,5,525,Potential Loyalist,0
12441.0,486,1,173.55,1,1,1,111,At Risk,1
12442.0,182,1,172.06,2,1,1,211,At Risk,1
12444.0,1,5,5005.46,5,4,5,545,Champions,0
12445.0,23,1,133.4,4,1,1,411,Potential Loyalist,0
12446.0,59,1,1002.3100000000001,3,1,4,314,Potential Loyalist,0
12447.0,68,1,476.49,3,1,2,312,Potential Loyalist,0
12448.0,46,1,449.45,3,1,2,312,Potential Loyalist,0
12449.0,24,4,4067.29,4,4,5,445,Loyal,0
12450.0,175,2,197.88,2,2,1,221,At Risk,0
12451.0,12,5,9035.52,5,4,5,545,Champions,0
12452.0,18,2,430.57,5,2,2,522,Potential Loyalist,0
12453.0,136,1,707.09,2,1,3,213,At Risk,0
12454.0,58,1,3528.34,3,1,5,315,Potential Loyalist,0
12455.0,75,6,2466.86,3,4,5,345,Potential Loyalist,0
12456.0,46,3,3181.04,3,3,5,335,Potential Loyalist,0
12457.0,83,7,2363.23,3,5,5,355,Potential Loyalist,0
12458.0,73,2,947.4,3,2,4,324,Potential Loyalist,0
12461.0,126,2,826.88,2,2,3,223,At Risk,0
12462.0,20,2,1189.59,4,2,4,424,Potential Loyalist,0
12463.0,7,4,1344.78,5,4,4,544,Loyal,0
12464.0,12,8,1212.05,5,5,4,554,Champions,0
12465.0,19,2,742.1899999999999,5,2,3,523,Potential Loyalist,0
12468.0,219,2,729.5400000000001,1,2,3,123,At Risk,1
12471.0,12,30,19824.05,5,5,5,555,Champions,0
12472.0,53,7,6572.11,3,5,5,355,Potential Loyalist,0
12473.0,55,5,3938.5499999999997,3,4,5,345,Potential Loyalist,0
12474.0,4,18,7375.79,5,5,5,555,Champions,0
12475.0,55,1,723.38,3,1,3,313,Potential Loyalist,0
12476.0,17,11,6816.42,5,5,5,555,Champions,0
12477.0,24,6,13219.74,4,4,5,445,Loyal,0
12478.0,182,1,680.99,2,1,3,213,At Risk,1
12479.0,13,1,527.2,5,1,3,513,Potential Loyalist,0
12480.0,30,4,3281.63,4,4,5,445,Loyal,0
12481.0,24,10,5596.32,4,5,5,455,Loyal,0
12483.0,19,8,2484.98,5,5,5,555,Champions,0
12484.0,102,6,4541.72,2,4,5,245,At Risk,0
12488.0,11,3,1298.66,5,3,4,534,Loyal,0
12489.0,163,1,334.93,2,1,2,212,At Risk,0
12490.0,19,10,5417.93,5,5,5,555,Champions,0
12491.0,334,1,460.40000000000003,1,1,2,112,At Risk,1
12492.0,107,2,263.21000000000004,2,2,2,222,At Risk,0
12493.0,167,2,433.74,2,2,2,222,At Risk,0
12494.0,17,7,1246.1000000000001,5,5,4,554,Champions,0
12497.0,83,1,1043.1,3,1,4,314,Potential Loyalist,0
12498.0,23,3,403.70000000000005,4,3,2,432,Loyal,0
12500.0,25,11,4257.82,4,5,5,455,Loyal,0
12501.0,163,1,2169.39,2,1,5,215,At Risk,0
12502.0,189,5,3723.87,2,4,5,245,At Risk,1
12504.0,20,2,482.04999999999995,4,2,2,422,Potential Loyalist,0
12506.0,234,1,73.5,1,1,1,111,At Risk,1
12507.0,136,3,1304.81,2,3,4,234,At Risk,0
12508.0,28,2,398.27,4,2,2,422,Potential Loyalist,0
12509.0,286,1,176.5,1,1,1,111,At Risk,1
12510.0,144,2,982.5699999999999,2,2,4,224,At Risk,0
12512.0,245,2,138.03,1,2,1,121,At Risk,1
12513.0,114,1,612.29,2,1,3,213,At Risk,0
12514.0,269,1,1017.68,1,1,4,114,At Risk,1
12515.0,355,1,383.7,1,1,2,112,At Risk,1
12516.0,5,2,1312.06,5,2,4,524,Potential Loyalist,0
12517.0,30,5,2502.84,4,4,5,445,Loyal,0
12518.0,1,5,2056.89,5,4,4,544,Loyal,0
12519.0,154,1,340.84,2,1,2,212,At Risk,0
12520.0,38,5,2634.26,4,4,5,445,Loyal,0
12521.0,144,1,599.68,2,1,3,213,At Risk,0
12522.0,41,2,192.72,4,2,1,421,Potential Loyalist,0
12523.0,10,11,1789.77,5,5,4,554,Champions,0
12524.0,11,8,4485.72,5,5,5,555,Champions,0
12526.0,55,3,1316.66,3,3,4,334,Potential Loyalist,0
12527.0,83,3,348.71000000000004,3,3,2,332,Potential Loyalist,0
12528.0,11,6,1933.48,5,5,4,554,Champions,0
12530.0,31,4,1662.28,4,4,4,444,Loyal,0
12531.0,16,1,125.22,5,1,1,511,Potential Loyalist,0
12532.0,91,1,349.83000000000004,2,1,2,212,At Risk,0
12534.0,337,1,1089.18,1,1,4,114,At Risk,1
12535.0,93,2,716.35,2,2,3,223,At Risk,0
12536.0,31,3,12601.830000000002,4,3,5,435,Loyal,0
12538.0,61,1,363.95,3,1,2,312,Potential Loyalist,0
12539.0,24,4,5568.35,4,4,5,445,Loyal,0
12540.0,21,17,13400.24,4,5,5,455,Loyal,0
12541.0,61,3,981.18,3,3,4,334,Potential Loyalist,0
12544.0,275,1,372.7,1,1,2,112,At Risk,1
12545.0,77,2,1000.39,3,2,4,324,Potential Loyalist,0
12546.0,48,2,1161.5,3,2,4,324,Potential Loyalist,0
12547.0,199,2,207.79999999999998,1,2,1,121,At Risk,1
12548.0,168,1,95.19999999999999,2,1,1,211,At Risk,0
12550.0,81,1,964.83,3,1,4,314,Potential Loyalist,0
12551.0,359,1,168.0,1,1,1,111,At Risk,1
12552.0,41,2,437.82,4,2,2,422,Potential Loyalist,0
12553.0,1,10,3692.28,5,5,5,555,Champions,0
12556.0,34,2,603.71,4,2,3,423,Potential Loyalist,0
12557.0,18,5,11990.960000000001,5,4,5,545,Champions,0
12558.0,302,1,269.96,1,1,2,112,At Risk,1
12559.0,312,2,561.71,1,2,3,123,At Risk,1
12560.0,114,3,2134.01,2,3,5,235,At Risk,0
12561.0,70,1,238.85,3,1,1,311,Potential Loyalist,0
12562.0,24,7,3781.7400000000002,4,5,5,455,Loyal,0
12564.0,263,1,456.9,1,1,2,112,At Risk,1
12565.0,290,1,145.92,1,1,1,111,At Risk,1
12566.0,88,1,351.65,3,1,2,312,Potential Loyalist,0
12567.0,24,10,9401.28,4,5,5,455,Loyal,0
12569.0,1,32,4124.69,5,5,5,555,Champions,0
12571.0,41,2,519.61,4,2,3,423,Potential Loyalist,0
12572.0,53,2,1020.42,3,2,4,324,Potential Loyalist,0
12573.0,229,1,160.54000000000002,1,1,1,111,At Risk,1
12574.0,317,1,218.45,1,1,1,111,At Risk,1
12576.0,131,5,1315.83,2,4,4,244,At Risk,0
12577.0,244,3,657.8,1,3,3,133,At Risk,1
12578.0,23,2,2794.51,4,2,5,425,Potential Loyalist,0
12579.0,80,1,440.42,3,1,2,312,Potential Loyalist,0
12580.0,160,1,415.7,2,1,2,212,At Risk,0
12581.0,41,1,197.71,4,1,1,411,Potential Loyalist,0
12582.0,240,2,511.36,1,2,3,123,At Risk,1
12583.0,1,15,7281.38,5,5,5,555,Champions,0
12584.0,19,9,2338.15,5,5,5,555,Champions,0
12585.0,236,2,2040.1,1,2,4,124,At Risk,1
12586.0,19,1,196.94000000000003,5,1,1,511,Potential Loyalist,0
12587.0,302,1,144.0,1,1,1,111,At Risk,1
12588.0,41,1,214.89999999999998,4,1,1,411,Potential Loyalist,0
12589.0,30,2,646.68,4,2,3,423,Potential Loyalist,0
12590.0,6,2,9864.26,5,2,5,525,Potential Loyalist,0
12591.0,319,1,452.84999999999997,1,1,2,112,At Risk,1
12592.0,67,2,437.6,3,2,2,322,Potential Loyalist,0
12593.0,110,3,418.09999999999997,2,3,2,232,At Risk,0
12594.0,48,10,3338.2200000000003,3,5,5,355,Potential Loyalist,0
12596.0,37,2,618.27,4,2,3,423,Potential Loyalist,0
12597.0,21,4,3811.22,4,4,5,445,Loyal,0
12598.0,11,8,3023.08,5,5,5,555,Champions,0
12599.0,34,7,1032.58,4,5,4,454,Loyal,0
12600.0,30,10,2599.04,4,5,5,455,Loyal,0
12601.0,40,5,577.0600000000001,4,4,3,443,Loyal,0
12602.0,1,1,153.12,5,1,1,511,Potential Loyalist,0
12603.0,23,1,739.1999999999999,4,1,3,413,Potential Loyalist,0
12604.0,81,2,254.18,3,2,2,322,Potential Loyalist,0
12607.0,62,1,1579.51,3,1,4,314,Potential Loyalist,0
12609.0,80,3,1126.85,3,3,4,334,Potential Loyalist,0
12610.0,24,5,2099.54,4,4,5,445,Loyal,0
12611.0,54,1,1193.32,3,1,4,314,Potential Loyalist,0
12612.0,76,1,704.0400000000001,3,1,3,313,Potential Loyalist,0
12613.0,59,5,3344.38,3,4,5,345,Potential Loyalist,0
12614.0,161,1,315.6,2,1,2,212,At Risk,0
12615.0,73,4,2291.19,3,4,5,345,Potential Loyalist,0
12616.0,216,2,713.3,1,2,3,123,At Risk,1
12617.0,61,1,355.53,3,1,2,312,Potential Loyalist,0
12618.0,23,1,177.31,4,1,1,411,Potential Loyalist,0
12619.0,18,9,3641.24,5,5,5,555,Champions,0
12620.0,16,3,1339.41,5,3,4,534,Loyal,0
12621.0,6,20,13689.67,5,5,5,555,Champions,0
12622.0,234,1,180.1,1,1,1,111,At Risk,1
12623.0,130,1,305.1,2,1,2,212,At Risk,0
12624.0,108,2,641.13,2,2,3,223,At Risk,0
12625.0,6,2,2683.82,5,2,5,525,Potential Loyalist,0
12626.0,25,9,6620.48,4,5,5,455,Loyal,0
12627.0,12,7,4478.53,5,5,5,555,Champions,0
12628.0,183,3,786.46,2,3,3,233,At Risk,1
12630.0,11,2,1270.88,5,2,4,524,Potential Loyalist,0
12631.0,59,1,640.5,3,1,3,313,Potential Loyalist,0
12633.0,1,4,2163.98,5,4,5,545,Champions,0
12635.0,32,2,1689.18,4,2,4,424,Potential Loyalist,0
12637.0,93,8,6021.9,2,5,5,255,At Risk,0
12638.0,183,1,671.69,2,1,3,213,At Risk,1
12639.0,240,1,486.1,1,1,2,112,At Risk,1
12640.0,25,3,1174.58,4,3,4,434,Loyal,0
12641.0,117,1,185.9,2,1,1,211,At Risk,0
12642.0,27,3,1013.26,4,3,4,434,Loyal,0
12643.0,40,6,3344.64,4,5,5,455,Loyal,0
12644.0,306,1,477.91,1,1,2,112,At Risk,1
12645.0,111,4,1775.18,2,4,4,244,At Risk,0
12646.0,51,2,1346.97,3,2,4,324,Potential Loyalist,0
12647.0,24,12,3722.82,4,5,5,455,Loyal,0
12648.0,126,1,318.05,2,1,2,212,At Risk,0
12649.0,36,3,623.51,4,3,3,433,Loyal,0
12650.0,182,1,314.44,2,1,2,212,At Risk,1
12651.0,101,1,114.0,2,1,1,211,At Risk,0
12652.0,10,1,919.98,5,1,3,513,Potential Loyalist,0
12653.0,150,2,2209.85,2,2,5,225,At Risk,0
12654.0,12,5,601.98,5,4,3,543,Loyal,0
12656.0,19,5,4051.17,5,4,5,545,Champions,0
12657.0,13,4,1643.18,5,4,4,544,Loyal,0
12658.0,20,1,686.05,4,1,3,413,Potential Loyalist,0
12659.0,61,1,91.68,3,1,1,311,Potential Loyalist,0
12660.0,13,1,245.1,5,1,1,511,Potential Loyalist,0
12662.0,24,11,3849.78,4,5,5,455,Loyal,0
12664.0,1,9,4881.88,5,5,5,555,Champions,0
12665.0,326,1,63.0,1,1,1,111,At Risk,1
12667.0,1,1,620.13,5,1,3,513,Potential Loyalist,0
12668.0,13,4,3807.15,5,4,5,545,Champions,0
12669.0,4,3,2744.0299999999997,5,3,5,535,Loyal,0
12670.0,12,5,2996.05,5,4,5,545,Champions,0
12672.0,331,1,225.89999999999998,1,1,1,111,At Risk,1
12673.0,243,2,610.52,1,2,3,123,At Risk,1
12674.0,93,4,1970.6,2,4,4,244,At Risk,0
12676.0,26,6,1331.39,4,5,4,454,Loyal,0
12678.0,44,12,17628.46,4,5,5,455,Loyal,0
12679.0,1,4,1113.02,5,4,4,544,Loyal,0
12680.0,32,4,862.81,4,4,3,443,Loyal,0
12681.0,16,22,13787.54,5,5,5,555,Champions,0
12682.0,3,31,12288.22,5,5,5,555,Champions,0
12683.0,6,15,8476.57,5,5,5,555,Champions,0
12684.0,26,7,2283.63,4,5,5,455,Loyal,0
12685.0,30,6,2863.08,4,5,5,455,Loyal,0
12686.0,639,1,89.14,1,1,1,111,At Risk,1
12688.0,115,1,4873.8099999999995,2,1,5,215,At Risk,0
12689.0,27,2,1247.61,4,2,4,424,Potential Loyalist,0
12690.0,207,1,389.01,1,1,2,112,At Risk,1
12691.0,1,6,1035.8,5,5,4,554,Champions,0
12693.0,6,4,855.91,5,4,3,543,Loyal,0
12694.0,72,2,869.67,3,2,3,323,Potential Loyalist,0
12695.0,109,4,582.1,2,4,3,243,At Risk,0
12697.0,30,3,957.59,4,3,4,434,Loyal,0
12700.0,128,4,4939.99,2,4,5,245,At Risk,0
12701.0,37,2,797.71,4,2,3,423,Potential Loyalist,0
12702.0,21,1,219.0,4,1,1,411,Potential Loyalist,0
12703.0,72,1,283.55,3,1,2,312,Potential Loyalist,0
12704.0,24,8,2340.84,4,5,5,455,Loyal,0
12705.0,17,9,6868.29,5,5,5,555,Champions,0
12707.0,293,1,603.42,1,1,3,113,At Risk,1
12708.0,61,10,2712.91,3,5,5,355,Potential Loyalist,0
12709.0,1,15,9736.52,5,5,5,555,Champions,0
12710.0,203,3,1149.02,1,3,4,134,At Risk,1
12712.0,10,13,4396.13,5,5,5,555,Champions,0
12713.0,90,1,848.55,2,1,3,213,At Risk,0
12714.0,11,5,4708.86,5,4,5,545,Champions,0
12715.0,108,1,353.86,2,1,2,212,At Risk,0
12716.0,135,2,1053.49,2,2,4,224,At Risk,0
12717.0,34,2,1030.98,4,2,4,424,Potential Loyalist,0
12718.0,73,1,238.25,3,1,1,311,Potential Loyalist,0
12719.0,215,2,644.95,1,2,3,123,At Risk,1
12720.0,4,25,5781.73,5,5,5,555,Champions,0
12721.0,81,6,2656.13,3,5,5,355,Potential Loyalist,0
12722.0,4,4,997.63,5,4,4,544,Loyal,0
12723.0,18,5,725.07,5,4,3,543,Loyal,0
12724.0,40,4,1031.41,4,4,4,444,Loyal,0
12725.0,639,1,427.8,1,1,2,112,At Risk,1
12726.0,30,7,2609.1,4,5,5,455,Loyal,0
12727.0,12,7,3980.7,5,5,5,555,Champions,0
12728.0,40,4,836.33,4,4,3,443,Loyal,0
12729.0,115,1,453.01,2,1,2,212,At Risk,0
12731.0,25,12,18895.91,4,5,5,455,Loyal,0
12732.0,181,1,236.26000000000002,2,1,1,211,At Risk,1
12733.0,236,1,383.95,1,1,2,112,At Risk,1
12734.0,354,1,110.39999999999999,1,1,1,111,At Risk,1
12735.0,193,2,779.5699999999999,1,2,3,123,At Risk,1
12736.0,40,1,234.0,4,1,1,411,Potential Loyalist,0
12738.0,666,1,155.35,1,1,1,111,At Risk,1
12739.0,80,2,1013.04,3,2,4,324,Potential Loyalist,0
12740.0,154,1,427.6,2,1,2,212,At Risk,0
12743.0,136,2,546.43,2,2,3,223,At Risk,0
12744.0,53,7,21279.29,3,5,5,355,Potential Loyalist,0
12747.0,24,11,4196.01,4,5,5,455,Loyal,0
12748.0,5,209,33719.73,5,5,5,555,Champions,0
12749.0,24,5,4090.88,4,4,5,445,Loyal,0
12750.0,278,1,275.88,1,1,2,112,At Risk,1
12752.0,83,1,4366.78,3,1,5,315,Potential Loyalist,0
12753.0,24,6,21429.39,4,5,5,455,Loyal,0
12754.0,161,3,3010.74,2,3,5,235,At Risk,0
12755.0,252,2,3811.95,1,2,5,125,At Risk,1
12756.0,88,1,112.07999999999998,3,1,1,311,Potential Loyalist,0
12757.0,5,13,7857.1,5,5,5,555,Champions,0
12758.0,118,2,2791.59,2,2,5,225,At Risk,0
12759.0,54,3,1531.44,3,3,4,334,Potential Loyalist,0
12762.0,27,2,1898.52,4,2,4,424,Potential Loyalist,0
12763.0,140,2,494.08,2,2,3,223,At Risk,0
12764.0,318,1,1693.88,1,1,4,114,At Risk,1
12766.0,59,7,6989.63,3,5,5,355,Potential Loyalist,0
12769.0,240,1,1143.6,1,1,4,114,At Risk,1
12770.0,212,1,1351.45,1,1,4,114,At Risk,1
12772.0,31,1,892.47,4,1,3,413,Potential Loyalist,0
12775.0,19,5,1386.04,5,4,4,544,Loyal,0
12778.0,21,6,822.23,4,5,3,453,Loyal,0
12779.0,200,8,3981.36,1,5,5,155,At Risk,1
12781.0,154,2,826.74,2,2,3,223,At Risk,0
12782.0,151,5,2330.92,2,4,5,245,At Risk,0
12783.0,55,6,2225.91,3,5,5,355,Potential Loyalist,0
12784.0,11,2,574.42,5,2,3,523,Potential Loyalist,0
12785.0,425,1,311.95,1,1,2,112,At Risk,1
12787.0,11,3,463.66,5,3,2,532,Loyal,0
12789.0,215,1,91.85,1,1,1,111,At Risk,1
12790.0,194,1,324.92,1,1,2,112,At Risk,1
12791.0,698,1,192.60000000000002,1,1,1,111,At Risk,1
12792.0,258,1,400.53999999999996,1,1,2,112,At Risk,1
12793.0,101,2,545.48,2,2,3,223,At Risk,0
12794.0,55,2,860.41,3,2,3,323,Potential Loyalist,0
12795.0,20,1,430.48,4,1,2,412,Potential Loyalist,0
12797.0,455,1,254.03,1,1,2,112,At Risk,1
12798.0,12,3,6977.04,5,3,5,535,Loyal,0
12802.0,188,1,427.58,2,1,2,212,At Risk,1
12808.0,127,3,483.65000000000003,2,3,2,232,At Risk,0
12809.0,179,1,489.31,2,1,2,212,At Risk,0
12811.0,262,3,514.85,1,3,3,133,At Risk,1
12812.0,46,1,229.64000000000001,3,1,1,311,Potential Loyalist,0
12814.0,103,1,125.92,2,1,1,211,At Risk,0
12815.0,149,2,1063.46,2,2,4,224,At Risk,0
12816.0,178,2,572.2,2,2,3,223,At Risk,0
12817.0,283,1,166.04,1,1,1,111,At Risk,1
12818.0,263,1,1542.08,1,1,4,114,At Risk,1
12820.0,46,4,942.34,3,4,4,344,Potential Loyalist,0
12821.0,97,1,92.72,2,1,1,211,At Risk,0
12822.0,72,2,948.88,3,2,4,324,Potential Loyalist,0
12823.0,76,5,1759.5,3,4,4,344,Potential Loyalist,0
12824.0,31,1,397.12,4,1,2,412,Potential Loyalist,0
12826.0,61,7,1474.72,3,5,4,354,Potential Loyalist,0
12827.0,46,3,430.15000000000003,3,3,2,332,Potential Loyalist,0
12828.0,114,6,1018.71,2,5,4,254,At Risk,0
12829.0,163,2,293.0,2,2,2,222,At Risk,0
12830.0,93,6,6814.64,2,5,5,255,At Risk,0
12831.0,264,1,215.05,1,1,1,111,At Risk,1
12832.0,153,2,383.03,2,2,2,222,At Risk,0
12833.0,147,1,417.38,2,1,2,212,At Risk,0
12834.0,311,1,312.38,1,1,2,112,At Risk,1
12836.0,31,4,2612.86,4,4,5,445,Loyal,0
12837.0,175,1,134.1,2,1,1,211,At Risk,0
12838.0,183,2,683.13,2,2,3,223,At Risk,1
12839.0,13,14,5591.42,5,5,5,555,Champions,0
12840.0,66,4,2726.77,3,4,5,345,Potential Loyalist,0
12841.0,5,25,4022.35,5,5,5,555,Champions,0
12842.0,72,2,1118.99,3,2,4,324,Potential Loyalist,0
12843.0,67,8,1702.26,3,5,4,354,Potential Loyalist,0
12844.0,61,2,325.96000000000004,3,2,2,322,Potential Loyalist,0
12845.0,269,4,354.09,1,4,2,142,At Risk,1
12847.0,24,1,871.54,4,1,3,413,Potential Loyalist,0
12849.0,122,2,1050.8899999999999,2,2,4,224,At Risk,0
12851.0,246,1,135.18,1,1,1,111,At Risk,1
12852.0,296,1,311.55,1,1,2,112,At Risk,1
12853.0,136,6,1957.1000000000001,2,5,4,254,At Risk,0
12854.0,7,3,1324.5,5,3,4,534,Loyal,0
12855.0,667,1,38.1,1,1,1,111,At Risk,1
12856.0,20,6,2179.93,4,5,5,455,Loyal,0
12857.0,70,2,1106.4,3,2,4,324,Potential Loyalist,0
12863.0,54,1,521.2,3,1,3,313,Potential Loyalist,0
12864.0,140,1,147.12,2,1,1,211,At Risk,0
12865.0,28,2,1568.23,4,2,4,424,Potential Loyalist,0
12866.0,342,1,559.12,1,1,3,113,At Risk,1
12867.0,28,7,4036.82,4,5,5,455,Loyal,0
12868.0,10,6,1607.0600000000002,5,5,4,554,Champions,0
12871.0,86,2,380.64,3,2,2,322,Potential Loyalist,0
12872.0,328,2,599.97,1,2,3,123,At Risk,1
12873.0,311,1,374.0,1,1,2,112,At Risk,1
12875.0,145,2,343.2300000000001,2,2,2,222,At Risk,0
12876.0,59,2,2218.02,3,2,5,325,Potential Loyalist,0
12877.0,26,12,1535.77,4,5,4,454,Loyal,0
12878.0,238,2,854.99,1,2,3,123,At Risk,1
12879.0,46,3,573.22,3,3,3,333,Potential Loyalist,0
12881.0,99,1,298.0,2,1,2,212,At Risk,0
12882.0,11,2,1463.04,5,2,4,524,Potential Loyalist,0
12883.0,26,4,703.47,4,4,3,443,Loyal,0
12884.0,2,1,309.05,5,1,2,512,Potential Loyalist,0
12885.0,125,3,1175.22,2,3,4,234,At Risk,0
12886.0,250,2,1378.4,1,2,4,124,At Risk,1
12888.0,97,2,354.12,2,2,2,222,At Risk,0
12890.0,25,1,380.46999999999997,4,1,2,412,Potential Loyalist,0
12891.0,158,3,331.0,2,3,2,232,At Risk,0
12893.0,91,1,188.14,2,1,1,211,At Risk,0
12895.0,44,2,372.8,4,2,2,422,Potential Loyalist,0
12897.0,39,2,216.5,4,2,1,421,Potential Loyalist,0
12901.0,12,28,17654.54,5,5,5,555,Champions,0
12902.0,266,1,138.68,1,1,1,111,At Risk,1
12904.0,20,2,509.58,4,2,3,423,Potential Loyalist,0
12906.0,13,5,2919.81,5,4,5,545,Champions,0
12908.0,178,2,750.0,2,2,3,223,At Risk,0
12909.0,41,5,2178.67,4,4,5,445,Loyal,0
12910.0,7,8,3075.04,5,5,5,555,Champions,0
12912.0,16,5,1662.3,5,4,4,544,Loyal,0
12913.0,17,5,2483.63,5,4,5,545,Champions,0
12915.0,150,2,363.65,2,2,2,222,At Risk,0
12916.0,140,4,3006.15,2,4,5,245,At Risk,0
12917.0,278,1,594.0,1,1,3,113,At Risk,1
12919.0,3,6,1335.19,5,5,4,554,Champions,0
12920.0,19,1,164.23,5,1,1,511,Potential Loyalist,0
12921.0,11,37,16587.09,5,5,5,555,Champions,0
12922.0,338,1,405.38,1,1,2,112,At Risk,1
12923.0,184,1,176.97,2,1,1,211,At Risk,1
12924.0,2,4,933.7,5,4,3,543,Loyal,0
12925.0,76,2,694.05,3,2,3,323,Potential Loyalist,0
12928.0,7,5,2062.7000000000003,5,4,5,545,Champions,0
12929.0,343,1,117.85,1,1,1,111,At Risk,1
12930.0,80,2,415.8,3,2,2,322,Potential Loyalist,0
12931.0,23,15,42055.96,4,5,5,455,Loyal,0
12933.0,26,3,607.53,4,3,3,433,Loyal,0
12935.0,28,7,2160.7,4,5,5,455,Loyal,0
12936.0,18,4,1063.9,5,4,4,544,Loyal,0
12937.0,17,4,1504.27,5,4,4,544,Loyal,0
12938.0,27,1,114.14,4,1,1,411,Potential Loyalist,0
12939.0,38,8,11581.8,4,5,5,455,Loyal,0
12940.0,56,2,913.54,3,2,3,323,Potential Loyalist,0
12942.0,133,3,683.9,2,3,3,233,At Risk,0
12944.0,244,2,604.51,1,2,3,123,At Risk,1
